0,0,0,0,1
0.00023032,9.21E-07,-5.76E-06,1.15E-06,1
0.00069096,2.76E-06,-1.73E-05,3.46E-06,1
0.001612239,6.45E-06,-4.03E-05,8.06E-06,0.999999999
0.003454798,1.38E-05,-8.64E-05,1.73E-05,0.999999996
0.007139915,2.86E-05,-0.000178456,3.57E-05,0.999999983
0.01451015,5.82E-05,-0.00036258,7.27E-05,0.99999993
0.02925062,0.000117549,-0.00073056,0.000146779,0.999999715
0.058731561,0.000237127,-0.001465446,0.000295779,0.999998854
0.117693441,0.000479602,-0.002930923,0.000596974,0.999995412
0.235617202,0.000977774,-0.005844726,0.001212104,0.999981707
0.471464724,0.002026591,-0.01160392,0.002492906,0.999927511
0.943159768,0.00433085,-0.022850255,0.005253432,0.999715715
1.886549855,0.009739958,-0.044268037,0.011544451,0.998905501
2.829939942,0.016167866,-0.064279141,0.018813838,0.997623592
3.77333003,0.023557225,-0.082916517,0.027004765,0.995911969
4.716720117,0.03185179,-0.100213781,0.036061538,0.993801905
5.660110204,0.040996313,-0.116204657,0.04592946,0.991315421
7.546890379,0.061618384,-0.144400446,0.067884124,0.985263128
9.433670554,0.084996254,-0.167763993,0.092445936,0.977795801
11.32045073,0.110710766,-0.186543737,0.119199807,0.968883877
13.2072309,0.13834805,-0.200977289,0.147735838,0.958458173
15.09401108,0.167498777,-0.211294913,0.177648409,0.946435239
16.98079125,0.197758736,-0.217724316,0.208537052,0.932737853
18.86757143,0.228731194,-0.220495545,0.240009018,0.917310976
20.7543516,0.260030709,-0.219845311,0.271683215,0.90013349
22.64113178,0.291287973,-0.216020215,0.303195248,0.881225978
24.52791195,0.322155281,-0.209278576,0.33420298,0.860654879
26.41469213,0.352312144,-0.199890695,0.364392239,0.838533338
28.3014723,0.381470573,-0.188137822,0.393482077,0.815019151
30.18825248,0.409379629,-0.174309624,0.421229397,0.790310236
32.07503265,0.435828912,-0.15870095,0.447432227,0.764638196
33.96181282,0.460650778,-0.141607644,0.471931813,0.738260455
37.73537317,0.504958431,-0.104128261,0.515404168,0.684494581
41.50893352,0.541807804,-0.064088235,0.551225778,0.631258381
45.28249387,0.571291891,-0.023450401,0.579563736,0.580673342
49.05605422,0.593953645,0.016156972,0.601024222,0.534535222
52.82961457,0.610614646,0.053480025,0.61649149,0.494194176
56.60317492,0.622229073,0.087623096,0.626961943,0.460512645
60.37673527,0.629753225,0.11800975,0.633424751,0.433886688
64.15029562,0.634061261,0.144329833,0.636777236,0.414306611
67.92385597,0.635901552,0.166478221,0.637779347,0.401437071
71.69741632,0.635880727,0.184506912,0.637043484,0.394700519
75.47097667,0.634473614,0.198581884,0.635042903,0.393356047
79.24453702,0.632042351,0.208953517,0.632135328,0.396567549
83.01809737,0.628863248,0.215932575,0.628588477,0.40346086
86.79165772,0.625150364,0.219873025,0.624606534,0.413170125
90.56521807,0.621077035,0.221158206,0.620350922,0.424873038
94.33877842,0.616790122,0.22018758,0.615956726,0.437818098
98.11233876,0.612420205,0.217365645,0.611542539,0.451341768
101.8858991,0.608086123,0.213089898,0.607215339,0.464880087
105.6594595,0.603896068,0.207740859,0.603072298,0.477971838
109.4330198,0.599945818,0.201671949,0.599199875,0.490258045
113.2065802,0.596317901,0.195203768,0.595671001,0.501474335
116.9801405,0.593076239,0.188615617,0.592544286,0.511445005
120.7537009,0.590268571,0.182146594,0.589860165,0.520067898
124.5272612,0.587922297,0.175990286,0.587641605,0.527306492
128.3008216,0.586046352,0.170297498,0.585893748,0.533176286
132.0743819,0.584632747,0.165176998,0.584604691,0.537734569
135.8479423,0.583658085,0.16069988,0.583748455,0.541069801
139.6215026,0.583086744,0.156903039,0.583287172,0.543293071
143.395063,0.58287384,0.153794236,0.583174428,0.544530078
147.1686233,0.582968424,0.151356823,0.583358251,0.544914746
150.9421837,0.58331653,0.149554683,0.583784093,0.544583653
154.715744,0.583863681,0.148336839,0.584397528,0.543671696
158.4893044,0.58455752,0.147641895,0.585146288,0.542308213
166.0364251,0.58619495,0.147545572,0.586862089,0.538700913
173.5835458,0.587903018,0.148701281,0.588612058,0.534596872
177.3571061,0.588707946,0.149579109,0.589426933,0.53256449
179.2438863,0.589088626,0.150066012,0.589810302,0.531581217
183.0174466,0.589796895,0.151101515,0.590520075,0.529711238
184.6954151,0.590104404,0.151567077,0.590832984,0.528886187
186.3733837,0.590405242,0.152036206,0.591141572,0.528070341
188.0513522,0.590705505,0.1525025,0.59145421,0.527249383
189.7293207,0.591001421,0.152970661,0.591765779,0.526431913
191.4072892,0.591293988,0.153439014,0.592077706,0.525615713
193.0852577,0.591583557,0.15390722,0.592390524,0.524799896
194.7632263,0.591869742,0.154375742,0.592703752,0.523985306
198.1191633,0.592432101,0.155313386,0.593331838,0.522359347
201.4751003,0.592980939,0.156251792,0.593962198,0.520737833
204.8310374,0.593516058,0.157190905,0.594594968,0.519120922
208.1869744,0.594037264,0.15813067,0.595230285,0.517508771
211.5429114,0.594544363,0.159071032,0.595868285,0.515901535
218.2547855,0.59551548,0.160953325,0.597152892,0.512702412
224.9666596,0.596427903,0.162837349,0.598449904,0.509524746
231.6785337,0.597280159,0.164722667,0.599760446,0.506369689
238.3904077,0.598070808,0.166608847,0.601085651,0.503238354
245.1022818,0.598798441,0.168495457,0.602426658,0.500131812
251.8141559,0.599461685,0.170382063,0.603784609,0.497051091
265.237904,0.600589671,0.174153531,0.606555917,0.490970991
278.6616522,0.601444428,0.177919764,0.609408702,0.485005351
292.0854003,0.602016142,0.181677233,0.612352003,0.479160696
298.7972744,0.602192931,0.183551562,0.613860378,0.47628556
298.7976282,0.602192939,0.18355166,0.613860458,0.476285409
298.7979465,0.602192945,0.183551749,0.61386053,0.476285274
298.7982649,0.602192952,0.183551838,0.613860602,0.476285138
298.7989016,0.602192965,0.183552016,0.613860747,0.476284867
298.8001751,0.602192992,0.183552371,0.613861035,0.476284324
298.8027221,0.602193045,0.183553082,0.613861612,0.476283239
298.8078161,0.602193151,0.183554503,0.613862767,0.476281069
298.818004,0.602193363,0.183557345,0.613865076,0.47627673
298.8383798,0.602193786,0.18356303,0.613869694,0.476268051
298.8791314,0.602194631,0.1835744,0.613878932,0.476250693
298.9606346,0.602196313,0.183597139,0.613897409,0.476215982
299.0421379,0.602197984,0.183619877,0.61391589,0.476181276
299.1236411,0.602199644,0.183642615,0.613934376,0.476146575
299.2866476,0.602202932,0.183688089,0.613971357,0.476077186
299.6126605,0.602209375,0.183779031,0.614045367,0.475938467
299.9386734,0.602215643,0.183869964,0.614119438,0.475799824
299.9390272,0.602215649,0.183870062,0.614119518,0.475799673
299.9393457,0.602215655,0.183870151,0.614119591,0.475799538
299.9396641,0.602215661,0.18387024,0.614119663,0.475799402
299.940301,0.602215673,0.183870418,0.614119808,0.475799132
299.9415748,0.602215698,0.183870773,0.614120097,0.47579859
299.9441223,0.602215746,0.183871484,0.614120676,0.475797507
299.9492174,0.602215842,0.183872905,0.614121835,0.475795341
299.9594075,0.602216035,0.183875747,0.614124151,0.475791009
299.9797878,0.602216421,0.183881431,0.614128784,0.475782344
300.0001681,0.602216805,0.183887115,0.614133417,0.47577368
300.0185104,0.602217161,0.183892197,0.614137613,0.475765849
300.0368526,0.602217525,0.183897251,0.614141832,0.475757988
300.0735371,0.602218279,0.183907267,0.614150343,0.475742176
300.1469062,0.602219892,0.183926935,0.614167655,0.475710181
300.2202752,0.602221644,0.183946115,0.614185354,0.475677694
